timestamp_ms,ecg_u8_raw,ecg_counts_raw_int,ecg_counts_filt_monitor,ecg_counts_filt_diagnostic,ecg_counts_filt_st
1769249971544,140,12,9.95828248467773,12.510556869911069,12.57874610657406
1769249971548,140,12,9.616972368521854,12.315647247303367,12.248792262961585
1769249971552,139,11,8.865693664983059,11.406390388816304,11.508440319441812
1769249971556,138,10,7.598375287167603,10.327680945407227,10.252364994291757
1769249971560,136,8,5.860438123374755,8.658012520138286,8.526777136731441
1769249971564,134,6,3.8676044289677782,6.270812057629298,6.547510049403783
1769249971568,132,4,1.9265447016541608,4.612775204098689,4.620417543451235
1769249971572,131,3,0.307201858860719,3.0564375360500895,3.0141618832964396
1769249971576,129,1,-0.8566923100181256,1.6802514953891723,1.8616555109142543
1769249971580,129,1,-1.5917125668677343,1.267824984459636,1.13655062323895
1769249971584,128,0,-2.0366434959130437,0.6032347117712029,0.7010600171724467
1769249971588,128,0,-2.358409375689347,0.3210166634932049,0.3893171892226172
1769249971592,128,0,-2.675062245843691,0.2795070272085033,0.0839306292197556
1769249971596,127,-1,-3.016504482963118,-0.5022375827759156,-0.2449177461350101
1769249971600,127,-1,-3.3295450817557044,-0.6616314416465943,-0.5446898186612075
1769249971604,127,-1,-3.511754383746271,-0.4305055101184071,-0.7141365658959677
1769249971608,127,-1,-3.457224419572313,-0.7052985673015182,-0.6482097815375276
1769249971612,127,-1,-3.1082301811006317,-0.6625177656053859,-0.2891503883413251
1769249971616,128,0,-2.4972284680872856,0.4016542877480606,0.3311398214361314
1769249971620,129,1,-1.745756076323887,1.3830597018512756,1.0917931708798203
1769249971624,129,1,-1.008359560951705,1.520681983976917,1.8390894436595415
1769249971628,130,2,-0.3953165513883629,2.3069999271889476,2.4633147664303814
1769249971632,131,3,0.0797960023230716,3.3475129521695552,2.950497401683576
1769249971636,131,3,0.4987190386717265,3.3376961474221045,3.3813705573821244
1769249971640,131,3,0.9736489800988284,3.4231702420067744,3.86740916729413
1769249971644,132,4,1.548343809290032,4.451002323137109,4.452008327917624
1769249971648,133,5,2.138064469961197,5.364162922402972,5.050294025744798
1769249971652,133,5,2.5597594842514515,5.299987979447467,5.47983253808484
1769249971656,133,5,2.6273522762793124,5.340222351733337,5.555870232796154
1769249971660,133,5,2.2475121882491864,5.397039271165169,5.185855705443617
1769249971664,132,4,1.470281576948944,4.42590585279651,4.419423983919666
1769249971668,131,3,0.4725205946806279,3.3998290949705794,3.4327324819175935
1769249971672,130,2,-0.5263410360604377,2.258458399721305,2.444875938347069
1769249971676,129,1,-1.3726561134182411,1.3507671216617236,1.608870702001542
1769249971680,129,1,-2.038188847690807,1.3583635664043818,0.9517226263984816
1769249971684,128,0,-2.5985233305252664,0.4264056458117037,0.3974223294336902
1769249971688,127,-1,-3.1701925232573656,-0.5979113891415879,-0.1688916269473137
1769249971692,127,-1,-3.858685096571766,-0.7468579987083208,-0.8500213012358322
1769249971696,126,-2,-4.719675847102418,-1.680655428087079,-1.7004049878304248
1769249971700,125,-3,-5.716542611790794,-2.650864920831066,-2.6848189117243235
1769249971704,124,-4,-6.6981975157561715,-3.5754773993634847,-3.6552953002146498
1769249971708,123,-5,-7.4450977096884925,-4.622180920599732,-4.3950270748694225
1769249971712,123,-5,-7.784885283258494,-4.700548274130305,-4.7317188079981305
1769249971716,123,-5,-7.707160842276511,-4.779004071213755,-4.6512997018098785
1769249971720,123,-5,-7.384243344983842,-4.57367751414596,-4.320681947825166
1769249971724,124,-4,-7.06057869436198,-3.677942331728042,-3.982024764213879
1769249971728,124,-4,-6.8791042702728005,-3.532076555144113,-3.7829605495105216
1769249971732,124,-4,-6.790850219112957,-3.788061905827615,-3.6844278314296024
1769249971736,124,-4,-6.650788083359627,-3.742789888110274,-3.5485755200931783
1769249971740,124,-4,-6.428107910269407,-3.619413905474424,-3.340512361580553
1769249971744,124,-4,-6.290690375589837,-3.6911031141334543,-3.2123935974760136
1769249971748,124,-4,-6.34831700128535,-3.4674815850869236,-3.258135823097261
1769249971752,126,-2,-6.122864203923735,-1.917347568986256,-2.998595421050715
1769249971756,128,0,-4.204726025726924,0.4138631734137714,-1.0413255118200846
1769249971760,132,4,1.309026501220023,4.143355523528616,4.494443291870723
1769249971764,140,12,11.46025835941186,12.55810116039255,14.640391448548725
1769249971768,154,26,24.9332115015944,26.29564037314252,28.087720705166145
1769249971772,169,41,37.73630619460188,41.290347568156626,40.86136254942476
